"","Address","Title","元.月","坪數","現況","押金","最短租期","樓層","型態","開伙","養寵物","可遷入日","車位","管理費","身份要求","社區","格局","法定用途","車位種類","車位類型","朝向","性別要求","隔間材料","權狀坪數","格局.1"
"405","台北市文山區木新路二段213號","大坪數全新家具近政大雙面採光","10000","10坪","分租套房","面議","一年","5F/5F","公寓","可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"406","台北市內湖區文德路210巷30弄14號","文德捷運站旁大車位","4000","11坪","車位","面議","三個月",NA,NA,NA,NA,NA,NA,NA,NA,"文德豪門",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"407","台北市士林區大南路251巷30號","鄰近劍潭捷運站英業達公司套房出租","6800","5坪","分租套房","10,000","半年","1F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"408","台北市北投區中山北路七段219巷3弄123號","大自然為鄰甲桂林山莊","28000","33坪","整層住家","二個月","一年","6F/7F","電梯大樓","不可以","不可以","隨時","無","--",NA,"甲桂林","3房2廳2衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"409","台北市北投區自強街5巷","通風明亮格局方正","9000","6坪","獨立套房","二個月","一年","3F/4F","公寓","不可以","不可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"410","台北市士林區忠誠路二段","<f0><U+009F><U+0092><U+0096>忠誠路漂亮4房附傢俱~信任房屋蘇金龍","52000","44.91坪","整層住家","二個月","一年","14F/14F","電梯大樓","可以","可以","隨時","無","3500元/月","學生、上班族、家庭","柏林","4房2廳2衛2陽台","住家用",NA,NA,"坐西朝東",NA,NA,"44.91坪",NA
"411","台北市士林區忠誠路二段","天母欒樹質感三房-附車位","65000","45坪","整層住家","面議","一年","6F/8F","電梯大樓","可以","可以","隨時","平面式停車位，已含租金內","--","上班族、家庭","lovely","3房2廳2衛3陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"412","台北市士林區忠誠路二段","【天母超優居日美商必選】","80000","42.3坪","整層住家","二個月","一年","2F/12F","電梯大樓","可以","不可以","隨時","無","4400元/月","上班族、家庭",NA,"2房2廳1衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"413","台北市士林區福林路254巷","雙溪公園官邸","85000","53.035坪","整層住家","二個月","兩年","9F/13F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","--","學生、上班族、家庭","德安雙囍","3房2廳2衛2陽台","住家用",NA,NA,"坐東北朝西南",NA,NA,NA,NA
"414","台北市大安區浦城街912號","師大浦城街雙人大雅房(男)非仲介","11000","6坪","雅房","面議","一年","3F/4F","公寓","可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺","住家用",NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"415","台北市北投區承德路七段","飯店質感、有尊賢小吃、麥當勞、生活極便利","12000","6坪","獨立套房","二個月","一年","2F/11F","電梯大樓","不可以","不可以","隨時","無","--","學生、上班族、家庭","陽明富邑","有陽臺",NA,NA,NA,"坐西朝東","男女生皆可",NA,NA,NA
"416","台北市北投區溫泉路","漂亮裝潢4米2樓中樓美屋","24000","16坪","獨立套房","二個月","一年","6F/9F","電梯大樓","可以","不可以","隨時","機械式停車位，已含租金內","--","學生、上班族、家庭","福崗大樓","樓中樓、有陽臺","住家用",NA,NA,"坐西北朝東南","男女生皆可",NA,"19.66坪",NA
"417","台北市士林區中正路","都市家庭最愛《士林大紐約樓中樓》","45000","27.95坪","整層住家","二個月","一年","5F/10F","電梯大樓","可以","可以","隨時","平面式停車位，費用另計","4143元/月","學生、上班族、家庭","大紐約","4房3廳2衛2陽台",NA,NA,NA,NA,NA,NA,NA,NA
"418","台北市士林區中正路","全新亮麗套房出租","8500","8坪","分租套房","二個月","一年","3F/3F","公寓","不可以","不可以","隨時","無",NA,NA,NA,"開放式格局",NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"419","台北市大安區忠孝東路四段216巷","忠孝敦化TOP1菁英豪邸","75000","50.71坪","整層住家","二個月","一年","6F/7F","電梯大樓","可以","不可以","隨時","無","1800元/月","學生、上班族、家庭","太平洋華園","4房2廳3衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"420","台北市大安區忠孝東路四段216巷","東區優質精選2房即可入住","70000","41.25坪","整層住家","二個月","一年","6F/7F","電梯大樓","可以","不可以","隨時","無","1200元/月","上班族、家庭","太平洋華園","2房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"421","台北市大安區忠孝東路四段216巷","**正東區成熟商圈稀有精選電梯2房**","68999","41.24坪","整層住家","二個月","一年","6F/7F","電梯大樓","可以","不可以","隨時","無","1200元/月","學生、上班族、家庭","太平洋華園","2房2廳2衛2陽台","伊始照",NA,NA,NA,NA,NA,NA,NA
"422","台北市中正區廈門街113巷12號","空中花園頂客居","27000","15坪","獨立套房","二個月","一年","5F/5F","公寓","可以","不可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"423","台北市松山區北寧路58號","敦北園中園《雙敦學區》小巨蛋三號出口","68000","43坪","整層住家","二個月","兩年","16F/17F","華廈","可以","不可以","隨時","平面式停車位，已含租金內","4300元/月","上班族、家庭",NA,"3房2廳2衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"424","台北市中山區北安路","大直《中華電信旁》近公車站及麥當勞","7800","5坪","分租套房","二個月","11月","3F/4F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"425","台北市中山區北安路","大直劍南站精美住宅","47000","16.49坪","整層住家","二個月","一年","10F/12F","電梯大樓","可以","可以","隨時","無","--","學生、上班族、家庭","大直Winn","2房1廳1衛0陽台","住家用",NA,NA,"坐東北朝西南",NA,NA,"25.99坪",NA
"426","台北市中山區北安路","大直捷運站步行3分鐘雅房出租機能生活方便","6500","4坪","雅房","面議","一年","4F/6F","公寓","可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"427","台北市中山區北安路","大直溫馨雅房/實踐大學/捷運3分鐘","6500","5坪","雅房","二個月","一年","5F/5F","公寓","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男生","水泥磚牆",NA,NA
"428","台北市大安區敦化南路一段187巷75號","近捷運忠孝敦化站統領商圈187巷套房","11500","6坪","分租套房","二個月","1月","4F/4F","公寓","可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"429","台北市中正區中華路二段","近植物園安靜頂樓戶","28500","25坪","整層住家","二個月","兩年","11F/11F","電梯大樓","不可以","不可以","隨時","無","1450元/月",NA,"融融園","3房2廳1衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"430","台北市中正區中華路二段","套房出租~近植物園~南機場夜市","7500","6坪","獨立套房","二個月","一年","3F/5F","公寓","不可以","不可以","隨時","無","無","學生、上班族",NA,NA,NA,NA,NA,"坐西北朝東南","男女生皆可",NA,NA,NA
"431","台北市中山區南京西路23巷5-4號","中山美寓～捷運步行三分鐘～2房2廳2衛","33000","25坪","整層住家","二個月","一年","4F/5F","公寓","可以","可以","隨時","無","無","上班族、家庭",NA,"2房2廳2衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"432","台北市信義區忠孝東路五段15巷","短租阪急101市府站旁一分鐘豪華陽台套房","19000","10坪","獨立套房","二個月","1月","3F/5F","公寓","可以","不可以","隨時","無","--",NA,NA,NA,NA,NA,NA,"坐北朝南","男女生皆可",NA,NA,NA
"433","台北市士林區仰德大道三段5巷","陽明山_仰德豪門別墅","180000","95.9坪","整層住家","二個月","一年","整棟/2F","別墅","可以","可以","隨時","平面式停車位，已含租金內","7000元/月",NA,"福音山莊","4房2廳3衛3陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"434","台北市士林區中山北路六段236巷","SOGO靜巷.二樓整層住家.","25000","25坪","整層住家","二個月","一年","2F/2F","透天厝","可以","不可以","隨時","無","無","上班族、家庭",NA,"3房2廳1衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"435","台北市信義區吳興街600巷76弄16號","地下平面車位","5000","2坪","車位","面議","三個月",NA,NA,NA,NA,NA,NA,NA,NA,"信義101",NA,NA,"室內地下","平面式",NA,NA,NA,NA,NA
"436","台北市松山區八德路三段158巷7弄7號","漂亮雅房、附家具電視網路冷氣冰箱","7000","5坪","雅房","面議","半年","3F/5F","公寓","可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"女生","輕材料",NA,NA
"437","台北市文山區興隆路四段29巷2弄11號","雅房出租，交通便利","6000","6坪","雅房","面議","一年","3F/3F","公寓","可以","可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"438","台北市大安區辛亥路二段","**台大莎士比亞雅房出租**","9900","6坪","雅房","二個月","一年","2F/21F","住宅大樓","可以","可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"439","台北市士林區文林路500號","文林路鬧區車位","4500","2坪","車位","一個月","半年",NA,NA,NA,NA,NA,NA,NA,NA,"囍堂",NA,NA,"立體塔式","機械式",NA,NA,NA,NA,NA
"440","台北市士林區承德路四段80巷","★近劍潭捷運★屋況極新一房一廳","14500","12坪","獨立套房","二個月","一年","1F/4F","公寓","不可以","不可以","隨時","無","--","學生、上班族、家庭",NA,NA,"住家用",NA,NA,"坐南朝北","男女生皆可",NA,NA,NA
"441","台北市大同區市民大道一段","京站→高美感生活大套房","55000","23.32坪","整層住家","面議","一年","5F/18F","電梯大樓","可以","可以","隨時","無","2332元/月","學生、上班族、家庭","京站","1房2廳1衛1陽台",NA,NA,NA,"坐南朝北",NA,NA,NA,NA
"442","台北市大同區市民大道一段","〈<U+30A2><U+30D1><U+30DE><U+30F3><U+30B7><U+30E7><U+30C3><U+30D7>〉近台北車站精美兩房","52000","25坪","整層住家","二個月","一年","9F/11F","電梯大樓","可以","不可以","隨時","無","2800元/月","學生、上班族、家庭","京站時尚廣場","2房1廳1衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"443","台北市大同區市民大道一段","台北車站。京站時尚廣場。高樓景觀兩房","41500","32.03坪","整層住家","二個月","一年","16F/18F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","3500元/月",NA,"京站時尚廣場","2房1廳1衛1陽台","集合住宅",NA,NA,NA,NA,NA,NA,NA
"444","台北市信義區吳興街284巷","北醫超值雅房兩間","6000","5坪","雅房","面議","一年","頂樓加蓋/5F","公寓","可以","可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"445","台北市信義區吳興街284巷","1F套房出租近北醫","8000","6坪","獨立套房","二個月","一年","1F/4F","公寓","不可以","不可以","隨時","無","--","學生、上班族",NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"446","台北市信義區吳興街284巷","信義區吳興街戶內機械車位出租(近北醫)","3200","4坪","車位","二個月","三個月",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"室內地下","機械式",NA,NA,NA,NA,NA
"447","台北市中山區吉林路14巷11號","台北市中山區稀有公園旁高級獨棟住宅","72000","41.28坪","整層住家","面議","一年","6F/7F","電梯大樓","可以","可以","隨時","機械式停車位，已含租金內","8232元/月",NA,"沐光","3房2廳2衛2陽台",NA,NA,NA,NA,NA,NA,NA,NA
"448","台北市北投區吉利街369巷","近陽明大學(學生上班族首選)【省錢方案】","4200","2坪","雅房","二個月","一年","頂樓加蓋/3F","透天厝","不可以","不可以","隨時","無",NA,"學生、上班族",NA,NA,NA,NA,NA,NA,"女生","木板",NA,NA
"449","台北市內湖區康寧路三段265巷","東湖捷運三號出口，精緻套房","14900","9坪","獨立套房","二個月","一年","4F/5F","公寓","不可以","不可以","隨時","無","--",NA,"書香畫境","開放式格局",NA,NA,NA,"坐東南朝西北","女生",NA,NA,NA
"450","台北市中山區林森北路409號","自售電梯大樓","30000","31坪","整層住家","二個月","一年","5F/12F","電梯大樓","可以","不可以","隨時","無","--",NA,NA,"3房1廳1衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"451","台北市內湖區內湖路一段47巷","全新裝潢~採光佳近美麗華~值得推薦","25000","10坪","獨立套房","二個月","一年","1F/7F","電梯大樓","不可以","不可以","隨時","無","1000元/月","學生、上班族、家庭","爵品",NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"452","台北市內湖區內湖路一段47巷","全新裝潢~採光佳近美麗華~值得推薦","21000","13坪","獨立套房","二個月","一年","5F/7F","電梯大樓","不可以","不可以","隨時","無","1000元/月","學生、上班族、家庭","爵品",NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"453","台北市大安區忠孝東路三段","短租可限女性忠孝東路3段馬路邊","8000","2.5坪","雅房","一個月","三個月","8F/14F","電梯大樓","可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"454","台北市大安區忠孝東路三段","忠孝東路三段住家及公司辦公均可","42000","41.71坪","整層住家","二個月","一年","7F/11F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","1900元/月","上班族、家庭","台北科技名人大廈","3房2廳2衛2陽台",NA,NA,NA,"坐南朝北",NA,NA,NA,NA
"455","台北市信義區松仁路","**正信義計畫區豪宅聚落雙主臥**","179999","114坪","整層住家","二個月","一年","5F/12F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","15000元/月","學生、上班族、家庭","基泰信義","4房2廳3衛3陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"456","台北市中山區松江路00號","行天宮捷運出口5分鐘美套房","10000","5坪","分租套房","二個月","一年","頂樓加蓋/4F","公寓","不可以","不可以","隨時","無",NA,NA,NA,NA,"住家用",NA,NA,NA,"女生","水泥磚牆",NA,NA
"457","台北市文山區興隆路二段","興隆邊間陽光滿屋","32000","33.47坪","整層住家","二個月","一年","4F/4F","公寓","可以","可以","隨時","無","無","上班族",NA,"3房1廳1衛1陽台","住家用",NA,NA,"坐南朝北",NA,NA,"33.47坪",NA
"458","台北市松山區民權東路三段191巷","近松山機場套房(已收訂金暫不開放看屋)","7500","7坪","分租套房","二個月","一年","4F/4F","公寓","可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
